Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Temperature ,Turbidity,Total Coliform,WQI,Quality
09-04-2021,1.012674265,259.8728064,10.13575255,2.022674265,2.022601338,0.104283884,7.752539546,3.5,16.02647787,3.882479223,2.022876885,25.978536794558707,Good
10-04-2021,1.011031179,260.1764528,10.14098813,2.021031179,2.020464759,0.10024506,7.75282125,3.5,16.01020969,3.707866338,2.019314975,24.70798430157552,Excellent
11-04-2021,1.028480705,267.1462796,10.20278096,2.038480705,2.042189701,0.106024357,7.800258104,8.2,16.18297728,3.533454812,2.053924142,23.750483860266826,Excellent
12-04-2021,1.031984096,269.2184689,10.22299319,2.041984096,2.046477754,0.103125413,7.813069769,8.2,16.21766431,3.533533197,2.060626971,23.835706715718445,Excellent
13-04-2021,1.006602167,261.1640562,10.15724813,2.016602167,2.014654965,0.115418177,7.754276843,28.7,15.96635809,3.808846558,2.009545189,25.45343891376005,Good
14-04-2021,1.006350371,261.8882041,10.16598483,2.016350371,2.014240679,0.103462178,7.757579745,28.7,15.96386506,3.792951178,2.008709793,25.359429926819633,Good
15-04-2021,1.013117029,265.0515836,10.19540342,2.023117029,2.022595325,0.099403245,7.77814642,18.0,16.03086167,3.994723727,2.021897521,26.965648072506916,Good
16-04-2021,0.972892797,251.7506895,10.08507736,1.982892797,1.972207256,0.102549276,7.682289247,18.0,15.63260195,3.849829659,1.941089792,25.27640612478321,Good
17-04-2021,0.989530423,258.3337526,10.14347742,1.999530423,1.992892436,0.108926531,7.727068378,10.5,15.79733092,3.424660787,1.973992204,22.474066885852217,Excellent
18-04-2021,1.048520744,279.7223413,10.32750444,2.058520744,2.066514448,0.102975078,7.876568985,10.5,16.38139351,3.941403514,2.091586546,27.22743454092824,Good
19-04-2021,1.054937529,282.6920543,10.3551967,2.064937529,2.074415534,0.103254765,7.895824112,37.3,16.44492603,3.537337242,2.104020468,24.410217198172166,Excellent
20-04-2021,1.01750441,270.2959484,10.25246341,2.02750441,2.027500272,0.09675761,7.806425908,37.3,16.07430109,3.666286967,2.028741351,24.759163809581537,Excellent
21-04-2021,1.035033359,277.1180051,10.31280299,2.045033359,2.049283662,0.09556186,7.852957499,5.3,16.24785504,3.799447775,2.063373264,26.03697317703612,Good
22-04-2021,1.030552093,276.2177218,10.30758243,2.040552093,2.043550391,0.089887258,7.844892502,5.3,16.20348607,4.155060529,2.053971767,28.575042949434348,Good
23-04-2021,1.087361866,296.7503389,10.4842288,2.097361866,2.114427062,0.121416792,7.988421238,14.2,16.76595907,4.384620893,2.167139495,31.196242618646615,Good
24-04-2021,1.048712954,283.853261,10.37714653,2.058712954,2.065976562,0.092038359,7.895548483,14.2,16.38329658,3.890880808,2.089377138,26.984667624151058,Good
25-04-2021,1.024467831,275.9781673,10.3126575,2.034467831,2.035527024,0.097580851,7.838210223,2.1,16.14324586,3.739982706,2.040409779,25.5061941709226,Good
26-04-2021,1.008728951,271.0607356,10.27324202,2.018728951,2.015706559,0.099734314,7.80180778,2.1,15.98741536,3.890793715,2.008442468,26.36462258623114,Good
27-04-2021,0.996584339,267.3815996,10.24430791,2.006584339,2.000375241,0.113023027,7.774182045,3.7,15.86717168,3.968876791,1.983651401,26.75107339181271,Good
28-04-2021,1.034172496,281.0890649,10.36289808,2.044172496,2.04720624,0.101485479,7.869536502,3.7,16.23933164,3.734845659,2.058313726,25.675746629957615,Good
29-04-2021,1.015836204,275.2029425,10.31517716,2.025836204,2.024128081,0.117080639,7.826342703,1.1,16.05778419,4.165833029,2.021115163,28.53095571266274,Good
30-04-2021,1.003460594,271.3828704,10.28496039,2.013460594,2.008497225,0.09820222,7.797781015,1.1,15.93525341,3.860792264,1.995826129,26.11938494400732,Good
01-05-2021,1.02022833,277.7426293,10.34110521,2.03022833,2.029292047,0.107917184,7.841233654,10.9,16.1012706,3.922487498,2.028812109,26.856078207925567,Good
02-05-2021,1.012563844,275.5306247,10.3244744,2.022563844,2.019543138,0.098877901,7.824087248,10.9,16.02538459,3.964455494,2.012922131,27.048601234810473,Good
03-05-2021,1.06963608,295.9558482,10.49992438,2.07963608,2.090711727,0.129197693,7.967056471,6.1,16.59045624,3.924088256,2.126494251,27.699132367713876,Good
04-05-2021,1.054532004,291.098604,10.46078103,2.064532004,2.071656573,0.094167844,7.931247164,6.1,16.44091093,4.016225333,2.095702567,28.133921575803697,Good
05-05-2021,1.037750905,285.6335164,10.41644648,2.047750905,2.050501838,0.109174751,7.891162054,0.4,16.27476143,3.733816334,2.061545833,25.811126985273805,Good
06-05-2021,1.069017553,296.9641337,10.51461643,2.079017553,2.089403539,0.114017769,7.969881823,0.4,16.58433221,3.754597182,2.123473765,26.4827088518591,Good
07-05-2021,1.041917549,287.8453017,10.43920694,2.051917549,2.05534373,0.11109931,7.9040041,1.1,16.31601533,3.655375408,2.068657743,25.324377863571186,Good
08-05-2021,1.02420973,281.9925047,10.39148037,2.03420973,2.033021011,0.106603736,7.861248424,1.1,16.14069039,3.972610671,2.032615624,27.353566900189463,Good
09-05-2021,1.073648301,299.6196124,10.54298242,2.083648301,2.094628197,0.107043626,7.984570428,2.3,16.6301812,4.049954587,2.130856004,28.732042061166165,Good
10-05-2021,1.055060886,293.4161972,10.49220961,2.065060886,2.071199873,0.107381505,7.939384743,2.3,16.44614739,3.99532861,2.093034321,28.035408241226108,Good
11-05-2021,1.024536042,283.0131643,10.4057603,2.034536042,2.03284679,0.108861746,7.864524183,3.4,16.14392121,4.248426316,2.031327877,29.385087016235214,Good
12-05-2021,1.042976496,289.7263853,10.46453242,2.052976496,2.05569742,0.120548861,7.910737871,3.4,16.32649996,3.922306571,2.067542324,27.314003377520706,Good
13-05-2021,1.03048579,285.5920228,10.43120858,2.04048579,2.039881245,0.130941273,7.880262124,17.5,16.2028296,4.06721327,2.04188494,28.168569783411055,Good
14-05-2021,1.021611282,282.701582,10.40840357,2.031611282,2.028582527,0.103825459,7.858610077,17.5,16.11496318,3.725302172,2.023450645,25.5339811980662,Good
15-05-2021,1.069641391,299.705946,10.55439879,2.079641391,2.088411848,0.096719668,7.977683664,16.9,16.59050882,3.876535044,2.11881648,27.42281632845102,Good
16-05-2021,1.090909389,306.03,10.62067819,2.100909389,2.11478586,0.109931629,8.0,16.9,16.80108305,4.103507346,2.160649191,29.22644898211427,Good
17-05-2021,1.025512058,284.5826726,10.42931051,2.035512058,2.032825604,0.137288094,7.868444673,6.1,16.15358473,4.144794105,2.029142554,28.655815672029316,Good
18-05-2021,1.066576012,299.0831289,10.55393831,2.076576012,2.08393941,0.105162576,7.969892982,6.1,16.56015853,3.926880126,2.110550007,27.738202883948176,Good
19-05-2021,1.043518498,291.119069,10.48787935,2.053518498,2.054898901,0.127764092,7.91249741,1.4,16.33186631,3.982176271,2.063706257,27.761897685264096,Good
20-05-2021,1.048295091,292.8749128,10.50426829,2.058295091,2.06064861,0.127893321,7.923870863,1.4,16.37915932,3.703863545,2.07252267,25.808974175620612,Good
21-05-2021,1.047657877,292.7138656,10.5043483,2.057657877,2.059628712,0.105368025,7.921716659,6.3,16.37285027,3.947090952,2.070503637,27.567146657300093,Good
22-05-2021,1.043676056,291.3601287,10.49426491,2.053676056,2.054425769,0.117614512,7.911156748,6.3,16.3334263,4.20774497,2.061787777,29.39676561241802,Good
23-05-2021,1.063628019,298.3611275,10.55504256,2.073628019,2.079137841,0.129282493,7.959712111,1.2,16.53097049,4.155990623,2.100932097,29.340466517176456,Good
24-05-2021,1.04739623,292.675719,10.50811384,2.05739623,2.058618074,0.111414524,7.918577212,1.2,16.37025971,4.152470441,2.067701749,29.043009856435365,Good
25-05-2021,1.071192064,300.9778856,10.5798488,2.081192064,2.088130755,0.111240852,7.97639435,9.0,16.60586202,4.073782731,2.11451971,28.852001391171143,Good
26-05-2021,1.066274855,299.2084021,10.56606693,2.076274855,2.081750119,0.108587589,7.963013684,9.0,16.55717679,4.076830937,2.103904878,28.785442920180838,Good
27-05-2021,1.064036696,298.3545152,10.56001182,2.074036696,2.078716353,0.10440617,7.956138771,23.2,16.53501679,3.95504057,2.098641668,27.85252534126527,Good
28-05-2021,1.052116927,294.0900154,10.52496847,2.062116927,2.063578702,0.109658418,7.925174318,23.2,16.41699928,4.238649692,2.074008998,29.71459344247917,Good
29-05-2021,1.060397215,296.8735131,10.5496942,2.070397215,2.073689319,0.105645945,7.944085276,1.5,16.49898233,4.194947034,2.089770432,29.52108799492822,Good
30-05-2021,1.088916724,306.03,10.63430529,2.098916724,2.109097232,0.115566852,8.0,1.5,16.7813537,4.221110362,2.146004537,30.08341309650799,Good
31-05-2021,1.085397239,305.3283904,10.62351995,2.095397239,2.104454742,0.107968925,8.0,0.0,16.74650732,4.02953594,2.138155122,28.68714053470025,Good
01-06-2021,1.057163571,295.2661663,10.53909515,2.067163571,2.068917936,0.119943948,7.930583299,0.0,16.46696605,3.716189241,2.080872049,25.943148056300558,Good
02-06-2021,1.080558277,303.2520254,10.60779112,2.090558277,2.097915081,0.102091193,7.986412329,1.6,16.6985968,4.378478296,2.126840671,31.13935677801653,Good
03-06-2021,1.095380976,306.03,10.65079508,2.105380976,2.116195777,0.122532479,8.0,1.6,16.8453562,4.07554159,2.155660474,29.022656957122468,Good
04-06-2021,1.048141288,291.4362073,10.50922502,2.058141288,2.056897118,0.126707157,7.901649552,2.6,16.37763651,4.011083023,2.060350938,27.900868328212372,Good
05-06-2021,1.094508102,306.03,10.64546415,2.104508102,2.114605294,0.097904398,8.0,2.6,16.83671388,4.334727164,2.152250091,30.91134855299892,Good
06-06-2021,1.071824317,299.168809,10.576373,2.081824317,2.085998999,0.122947388,7.955265547,2.5,16.61212195,4.130082501,2.106043976,29.122299685032427,Good
07-06-2021,1.098420144,306.03,10.65342796,2.108420144,2.118991072,0.132418574,8.0,2.5,16.87544697,4.432982702,2.158393262,31.627345826892196,Good
08-06-2021,1.073168092,298.9967443,10.57625091,2.083168092,2.087172226,0.108176034,7.953109628,2.3,16.62542666,4.356960055,2.107043221,30.76132161181441,Good
09-06-2021,1.053825827,291.8737698,10.51639993,2.063825827,2.062739617,0.137105385,7.902314923,2.3,16.43391908,4.38288549,2.067509431,30.614608993652077,Good
10-06-2021,1.059112745,293.349821,10.52947789,2.069112745,2.069092566,0.125551197,7.91236684,5.5,16.4862648,3.985638825,2.077230939,27.786279096898454,Good
11-06-2021,1.094670708,305.3996606,10.63224357,2.104670708,2.113283477,0.114836848,7.997231285,5.5,16.83832385,4.513918939,2.147491721,32.19859887460316,Good
12-06-2021,1.100661204,306.03,10.64695967,2.110661204,2.120514283,0.121966748,8.0,0.2,16.89763568,4.336518491,2.158615003,30.92440781565285,Good
13-06-2021,1.078867648,299.0149369,10.57892437,2.088867648,2.093014334,0.12780001,7.951470527,0.2,16.6818579,4.223185493,2.114167874,29.77567860621523,Good
14-06-2021,1.111758555,306.03,10.67309463,2.121758555,2.133869346,0.122587735,8.0,3.3,17.00751045,4.33852166,2.179087617,30.939023629081042,Good
15-06-2021,1.067024023,293.9331925,10.53647179,2.077024023,2.07769202,0.127956731,7.915058784,3.3,16.56459429,3.96742668,2.088754682,27.671362470513614,Good
16-06-2021,1.100982743,305.319791,10.6333699,2.110982743,2.119880796,0.114850653,7.995400371,2.3,16.90081924,4.417256963,2.155806709,31.482101324505997,Good
17-06-2021,1.079588428,297.312545,10.56563285,2.089588428,2.092877891,0.124156612,7.938619797,2.3,16.68899433,4.142523878,2.112151378,29.10298899319088,Good
18-06-2021,1.092619324,301.3339952,10.59992994,2.102619324,2.108906193,0.109941037,7.96694158,0.0,16.81801311,4.090751192,2.137345442,28.913348095462005,Good
19-06-2021,1.10848087,306.03,10.64241725,2.11848087,2.128472575,0.12263386,8.0,0.0,16.97505812,4.069711954,2.168200032,28.98018760963832,Good
20-06-2021,1.091881101,299.9371508,10.58826852,2.101881101,2.107462159,0.115559335,7.956927475,0.3,16.81070397,4.609627658,2.134131477,32.62776847944782,Good
21-06-2021,1.103231978,303.3111923,10.61692667,2.113231978,2.121389973,0.118923152,7.980772223,0.3,16.92308889,4.274147321,2.155963956,30.341877565373213,Good
22-06-2021,1.133065664,306.03,10.70027089,2.143065664,2.158421297,0.137982365,8.0,0.3,17.21847192,4.719655559,2.214762053,33.71639270511762,Good
23-06-2021,1.102823367,301.9124703,10.60495982,2.112823367,2.120357721,0.136820078,7.970947997,0.3,16.91904324,4.318655916,2.153408443,30.60079355474052,Good
24-06-2021,1.133094567,306.03,10.68918163,2.143094567,2.157936171,0.131022017,8.0,2.9,17.21875809,4.097243159,2.213082341,29.180849383948775,Good
25-06-2021,1.095128967,297.8874021,10.57051141,2.105128967,2.110218852,0.116543187,7.942685264,2.9,16.84286106,4.228296932,2.136283411,29.75490252461591,Good
26-06-2021,1.130384489,306.03,10.66912294,2.140384489,2.154028245,0.12463052,8.0,2.5,17.19192563,4.711635923,2.205927756,33.657945278992685,Good
27-06-2021,1.150532958,306.03,10.72265711,2.160532958,2.178954206,0.141871774,8.0,2.5,17.39141542,4.446146637,2.245359279,31.723351115474323,Good
28-06-2021,1.073213794,288.079427,10.48648041,2.083213794,2.08204609,0.129114592,7.873879828,1.6,16.62587914,4.380498574,2.089857081,30.409367608067658,Good
29-06-2021,1.108767872,299.774406,10.58536965,2.118767872,2.126230066,0.151844415,7.956841595,1.6,16.97789972,4.534962724,2.160103166,32.08313864579477,Good
30-06-2021,1.138242048,306.03,10.66600065,2.148242048,2.162814781,0.133040283,8.0,0.0,17.26972325,4.616088163,2.2181915,32.96169644832883,Good
01-07-2021,1.124199091,303.6241691,10.77599336,2.134199091,2.145003772,0.132780273,7.984674768,0.0,17.13068407,4.751949621,2.189247878,33.849568425949734,Good
02-07-2021,1.137508044,306.03,10.8,2.147508044,2.161383421,0.126519208,8.0,0.0,17.26245588,4.830869878,2.21501064,34.52681571811314,Good
03-07-2021,1.119515054,300.364111,10.74675295,2.129515054,2.138636484,0.131742043,7.962359769,0.0,17.08430746,4.481874646,2.17817233,31.73289110970329,Good
04-07-2021,1.135163187,305.0051763,10.78524701,2.145163187,2.157941872,0.129631236,7.995602076,0.0,17.23923947,4.301231598,2.208619337,30.637886393685477,Good
05-07-2021,1.131961269,303.0320804,10.76753941,2.141961269,2.153685694,0.138234515,7.982101156,0.0,17.20753732,4.496311542,2.201369564,31.96951613098812,Good
06-07-2021,1.16037988,306.03,10.8,2.17037988,2.188956248,0.140504422,8.0,0.1,17.48890971,4.643571073,2.25736442,33.16200109465253,Good
07-07-2021,1.143607075,305.3543463,10.78511251,2.153607075,2.167738678,0.124133149,7.999529219,0.1,17.32284233,4.411216833,2.222980263,31.465439394261765,Good
08-07-2021,1.146956299,305.6257534,10.78624431,2.156956299,2.171674866,0.119973363,8.0,0.0,17.35600297,4.424931642,2.228844236,31.568594344284534,Good
09-07-2021,1.133477129,299.9916177,10.73718944,2.143477129,2.154576855,0.113234462,7.962738303,0.0,17.22254583,4.697448495,2.201055736,33.306174706844956,Good
10-07-2021,1.13359859,299.10237,10.72833383,2.14359859,2.154481002,0.138244624,7.957065402,0.0,17.22374842,4.631221776,2.200473062,32.78609730340365,Good
11-07-2021,1.136352137,299.1192955,10.72710036,2.146352137,2.1576767,0.121704286,7.957833152,0.0,17.25101126,4.659701574,2.205159369,32.99870735311369,Good
12-07-2021,1.154689222,304.5756825,10.77196149,2.164689222,2.180353334,0.113508044,7.997101389,0.0,17.43256655,4.513558025,2.241017799,32.19489564266711,Good
13-07-2021,1.139838292,298.4017734,10.71805406,2.149838292,2.161546539,0.136605713,7.95415027,0.0,17.28552765,4.631213264,2.210505495,32.76678439107248,Good
14-07-2021,1.155805456,302.9999946,10.75549813,2.165805456,2.18126402,0.159012658,7.987412585,0.0,17.44361838,4.504400926,2.24163491,32.063580901846656,Good
15-07-2021,1.193473383,306.03,10.8,2.203473383,2.228109186,0.135353702,8.0,0.0,17.81656815,4.879155674,2.316171623,34.878768214818486,Good
16-07-2021,1.170733273,306.03,10.77932159,2.180733273,2.199446108,0.145380272,8.0,0.0,17.59141854,4.919945069,2.269898269,35.175959869928526,Good
17-07-2021,1.148124659,297.2585992,10.70163994,2.158124659,2.170949274,0.136571933,7.949224413,0.0,17.36757089,4.355344122,2.223894152,30.72398340903835,Good
18-07-2021,1.180535685,306.03,10.78720771,2.190535685,2.211228931,0.134661637,8.0,0.0,17.68847213,4.550269834,2.287935788,32.4821394202446,Good
19-07-2021,1.149575455,295.6654434,10.68437197,2.159575455,2.172296532,0.147660679,7.939720949,0.0,17.3819352,4.448356852,2.225241621,31.338983222540925,Good
20-07-2021,1.118182002,283.6085391,10.5800806,2.128182002,2.132824685,0.132617587,7.855379803,0.0,17.07110893,4.629045593,2.161687946,32.098376147440426,Good
21-07-2021,1.140507987,290.3413732,10.63518633,2.150507987,2.160504284,0.137819506,7.903951971,0.0,17.29215829,4.753644069,2.205580309,33.32728184006382,Good
22-07-2021,1.124585769,283.6755918,10.5765213,2.134585769,2.140375846,0.141373766,7.85779676,0.0,17.13451256,4.491574164,2.172983654,31.11259575911548,Good
23-07-2021,1.156764404,293.8336889,10.66057121,2.166764404,2.180375759,0.130902431,7.930651458,0.0,17.45311291,4.608189743,2.23659632,32.443780316208795,Good
24-07-2021,1.165710574,295.8493299,10.67545833,2.175710574,2.191337439,0.14734932,7.945950457,0.0,17.54168885,4.602712404,2.253751886,32.50496152929935,Good
25-07-2021,1.20066,306.03,10.76743086,2.21066,2.234805605,0.137769642,8.0,0.0,17.88772278,4.855779951,2.322922017,34.708434620117984,Good
26-07-2021,1.17484081,296.7819219,10.67875405,2.18484081,2.202315481,0.131853893,7.954719421,0.0,17.63208723,4.838895185,2.270563182,34.283985137635725,Good
27-07-2021,1.165234997,292.2730853,10.63809084,2.175234997,2.190094622,0.144321027,7.923961106,0.0,17.53698017,4.691252694,2.25063958,33.00487327883238,Good
28-07-2021,1.187821388,299.0217682,10.6929067,2.197821388,2.218116626,0.129603183,7.972845066,2.3,17.7606078,4.88140919,2.295109079,34.71356315534656,Good
29-07-2021,1.127791231,276.8452495,10.50218917,2.137791231,2.142870614,0.141366191,7.817193298,2.3,17.16624981,4.747021636,2.174354379,32.70578848515176,Good
30-07-2021,1.178586136,293.4484387,10.64052096,2.188586136,2.206158661,0.14111018,7.935823764,170.0,17.66916966,4.812204039,2.275258911,33.964648102143904,Good
31-07-2021,1.190750139,296.5220967,10.66397718,2.200750139,2.221160875,0.151645587,7.958798064,170.0,17.78960534,5.211264644,2.298910947,35.48493484341404,Good
01-08-2021,1.146644143,279.8928898,10.52016823,2.156644143,2.165828442,0.147809358,7.842457178,0.0,17.35291231,5.154564381,2.210032494,34.7161997773695,Good
02-08-2021,1.200928928,297.6924443,10.66848636,2.210928928,2.233487396,0.140220511,7.969626943,0.0,17.89038543,4.636309716,2.317945308,32.906273318396124,Good
03-08-2021,1.185956433,291.2442947,10.61097087,2.195956433,2.21457772,0.148513228,7.925339044,0.0,17.7421429,5.071779198,2.287353463,35.26386348278711,Good
04-08-2021,1.172003514,285.1456984,10.55636874,2.182003514,2.196945543,0.155386487,7.883548238,0.0,17.60399518,5.077568886,2.258810863,34.987729265791316,Good
05-08-2021,1.194427485,291.7720756,10.60970562,2.204427485,2.224787562,0.148018975,7.931774778,0.0,17.8260147,4.694941088,2.303032324,33.08342271437611,Good
06-08-2021,1.212,302.5547272,10.69826355,2.222,2.267500045,0.143138281,8.0,0.0,18.16579519,5.097497995,2.37105197,35.7581489799819,Good
07-08-2021,1.187761746,286.9756774,10.56305069,2.197761746,2.216088976,0.129731503,7.900653999,0.0,17.76001729,5.250319412,2.288479469,35.10077256450454,Good
08-08-2021,1.190291175,286.6203304,10.55698507,2.200291175,2.219072401,0.133086344,7.899576205,0.0,17.78506114,4.727053806,2.292943791,33.10468689917565,Good
09-08-2021,1.177165091,280.7800753,10.50432266,2.187165091,2.202489736,0.139370516,7.859731344,0.0,17.65509991,4.776728502,2.266108091,33.2033922422554,Good
10-08-2021,1.17042203,277.1687694,10.47052853,2.18042203,2.193889205,0.139306288,7.83567243,0.0,17.58833693,5.17226165,2.252049617,34.671411810358215,Good
11-08-2021,1.205483681,288.1843738,10.56081969,2.215483681,2.237547967,0.142283506,7.915079089,2.0,17.93548199,5.031360182,2.321611913,35.19610805836278,Good
12-08-2021,1.172516988,275.3856915,10.44896343,2.182516988,2.196174752,0.146191191,7.826089509,2.0,17.60907909,5.095517143,2.255129035,34.608101090306114,Good
13-08-2021,1.192331149,281.0563155,10.4938031,2.202331149,2.22078111,0.150413294,7.867738552,0.0,17.8052589,5.061327086,2.294219543,34.8833082993724,Good
14-08-2021,1.182288789,276.2735389,10.44988528,2.192288789,2.208070366,0.144785793,7.835480448,0.0,17.7058296,5.07916,2.273608844,34.67016303985159,Good
15-08-2021,1.202640837,282.1255625,10.49617733,2.212640837,2.23335623,0.15072326,7.878453352,0.3,17.90733502,4.743359869,2.313798952,33.08397191830503,Good
16-08-2021,1.200709106,280.1753976,10.47621356,2.210709106,2.230791013,0.146629367,7.866267908,0.3,17.88820897,5.225570956,2.309433647,34.8736057406729,Good
17-08-2021,1.212,284.2179521,10.50706635,2.222,2.24964094,0.126667323,7.8964831,0.0,18.03867862,5.257295968,2.339338964,35.07326212468484,Good
18-08-2021,1.185600128,272.3320505,10.40270127,2.195600128,2.211614791,0.137951259,7.814068917,0.0,17.73861513,4.984585655,2.278249026,34.41637825214299,Good
19-08-2021,1.191380053,273.0746358,10.40546967,2.201380053,2.218700337,0.145001073,7.820983451,0.0,17.7958421,5.028667429,2.289344342,34.574396975511306,Good
20-08-2021,1.177964133,267.0973237,10.35117131,2.187964133,2.201794892,0.135081155,7.780391808,0.0,17.66301122,4.737851468,2.262060686,32.395900785827315,Good
21-08-2021,1.189638368,269.9005941,10.37135304,2.199638368,2.216255996,0.15259596,7.801914988,0.0,17.7785977,5.153443217,2.28497019,34.44840931570174,Good
22-08-2021,1.207086532,274.7241477,10.40864422,2.217086532,2.237938406,0.163644918,7.837742734,0.0,17.9513518,5.171330267,2.319440533,34.68515151371147,Good
23-08-2021,1.212,276.4140421,10.41930669,2.222,2.248433863,0.158612914,7.851425157,0.0,18.03546523,5.050612429,2.336018568,34.7755651922636,Good
24-08-2021,1.182462376,263.5388313,10.30632784,2.192462376,2.206914453,0.146966045,7.762117005,0.0,17.70754828,5.293856682,2.269379695,34.18545330463608,Good
25-08-2021,1.212,275.1942672,10.40149734,2.222,2.253006539,0.162357875,7.846308227,0.0,18.07355205,5.007907706,2.342926156,34.74176437306833,Good
26-08-2021,1.212,277.6096318,10.41821897,2.222,2.266099091,0.147731245,7.865167198,0.0,18.17814138,5.193181545,2.363680362,34.866382857722435,Good
27-08-2021,1.211678312,269.9191838,10.34914668,2.221678312,2.243098851,0.144610444,7.81257075,0.0,17.99681497,4.881663123,2.32669316,33.65652388674731,Good
28-08-2021,1.212,279.2281854,10.42431211,2.222,2.280809004,0.141209204,7.880210448,0.0,18.29633045,5.086018036,2.386849701,34.96579340571273,Good
29-08-2021,1.189051168,259.4440096,10.25254842,2.199051168,2.214611704,0.146004489,7.74211244,0.0,17.77278384,5.060785411,2.280761481,34.05329525214451,Good
30-08-2021,1.180175535,255.0631806,10.21147931,2.190175535,2.203421785,0.143811539,7.712961648,0.0,17.68490629,5.145439506,2.26269229,33.860682047581314,Good
31-08-2021,1.169995313,250.2285688,10.1665334,2.179995313,2.190605322,0.14975438,7.680613757,0.0,17.58411201,5.030986658,2.242027895,33.6469435242552,Good
01-09-2021,1.212,272.3157411,10.35003633,2.222,2.273930878,0.148356109,7.838671945,0.0,18.24480525,5.082902771,2.375198043,34.691341518293186,Good
02-09-2021,1.212,265.2933309,10.28647553,2.222,2.253285112,0.148354567,7.790874231,0.0,18.08192965,5.278501822,2.342021435,34.37551596190853,Good
03-09-2021,1.206456907,259.1962284,10.23074519,2.216456907,2.235934176,0.150851373,7.749630884,0.0,17.94511789,5.029823272,2.314123956,34.10299934650708,Good
04-09-2021,1.212,260.4851445,10.2376757,2.222,2.244950727,0.159350805,7.760632372,0.0,18.01712351,4.799531918,2.328421895,32.71488004093037,Good
05-09-2021,1.185804855,249.4597419,10.14008009,2.195804855,2.209975109,0.159399454,7.684554677,0.0,17.74064213,5.474221734,2.272339843,33.67300845024442,Good
06-09-2021,1.212,273.6145508,10.3410249,2.222,2.300629339,0.135188419,7.857285002,0.0,18.45921432,5.403838757,2.417273064,34.81435469124584,Good
07-09-2021,1.211994414,256.1380885,10.18864582,2.221994414,2.242585395,0.124238758,7.735601549,0.0,17.99994469,4.872122802,2.324296755,33.078472225614235,Good
08-09-2021,1.211972457,254.8949277,10.1740154,2.221972457,2.242501169,0.157822432,7.728729866,0.0,17.9997273,5.271327817,2.324063573,33.96491719342193,Good
09-09-2021,1.212,258.1456164,10.19750726,2.222,2.258448756,0.135816163,7.753646385,0.0,18.1264598,5.035384899,2.349488902,34.12956162534491,Good
10-09-2021,1.212,255.3043776,10.16928575,2.222,2.252620524,0.147360589,7.735486483,0.0,18.08067566,5.191052806,2.340080556,34.00957216344458,Good
11-09-2021,1.212,252.3722837,10.14028055,2.222,2.246447595,0.136824241,7.716689986,0.0,18.03212625,5.199356908,2.330128355,33.88537627839666,Good
12-09-2021,1.195015598,244.083466,10.06580377,2.205015598,2.22112202,0.133231906,7.660015381,0.0,17.8318376,5.095567811,2.289539605,33.51089512417565,Good
13-09-2021,1.212,251.885345,10.12787151,2.222,2.253240463,0.156097545,7.71714116,0.0,18.08651588,4.987413524,2.340868986,33.79664882088404,Good
14-09-2021,1.212,260.7354986,10.19882655,2.222,2.289078728,0.157226035,7.781684696,0.0,18.37062281,5.00755522,2.398157803,34.31485263741195,Good
15-09-2021,1.212,255.8171379,10.15292649,2.222,2.275718457,0.144159757,7.748859066,0.0,18.26500301,4.963700864,2.376736698,33.83344392086703,Good
16-09-2021,1.212,256.4425247,10.1540673,2.222,2.282130767,0.124231084,7.755242627,0.0,18.3159623,4.981629288,2.386959473,34.0062739421467,Good
17-09-2021,1.201515421,240.4366556,10.01406065,2.211515421,2.229117979,0.142456706,7.644010163,0.0,17.89619229,5.135390908,2.302109853,33.405161491789634,Good
18-09-2021,1.191934234,235.9256117,9.971601535,2.201934234,2.217129155,0.153652113,7.614072557,0.0,17.80132905,5.006285511,2.282906342,33.20734884237716,Good
19-09-2021,1.209435723,240.9032183,10.00966566,2.219435723,2.238998161,0.134523113,7.651241288,0.0,17.97461112,5.28623679,2.317883136,33.45295127288979,Good
20-09-2021,1.212,241.0565024,10.00678633,2.222,2.243606025,0.150831748,7.654292484,0.0,18.01113572,5.447442286,2.325249884,33.47311696953169,Good
21-09-2021,1.212,247.2683731,10.05532325,2.222,2.269819077,0.149563718,7.700190972,0.0,18.21875496,5.033926846,2.367192711,33.776402489996414,Good
22-09-2021,1.177766389,226.4368771,9.874355878,2.187766389,2.19941486,0.157579259,7.554834662,0.0,17.66105335,5.197540611,2.25455569,32.815943401646265,Good
23-09-2021,1.212,248.0872716,10.05391591,2.222,2.280696682,0.151808639,7.70991503,0.0,18.30478978,5.249096809,2.38462411,33.840664372807815,Good
24-09-2021,1.208597874,235.0279045,9.938912767,2.218597874,2.237978897,0.139646061,7.619521648,0.0,17.96631558,5.242838325,2.316300931,33.24338093081961,Good
25-09-2021,1.203039551,231.9998955,9.90904602,2.213039551,2.231050057,0.16245477,7.600069208,0.0,17.91128269,5.16268523,2.305247828,33.11485028466928,Good
26-09-2021,1.191061128,226.73688,9.860217626,2.201061128,2.216100565,0.149691692,7.564807733,0.0,17.79268444,5.294865467,2.281369438,32.88185903786648,Good
